county_fips,votes_gop,votes_dem,total_votes,per_point_diff
29163,6151,1618,7824,0.5793711656441718
29165,29381,27566,57787,0.0314084482669113
29167,12691,2948,15817,0.6159828033128912
29169,11579,3765,15545,0.5026696687037633
29171,2021,347,2380,0.7033613445378151
29173,4575,1154,5777,0.5921758698286308
29175,8322,2571,11025,0.5216326530612245
29177,8602,2927,11662,0.4866232207168582
29179,2560,472,3057,0.6830225711481844
29181,5002,763,5804,0.7303583735354927
29183,130588,92226,226052,0.1697043158211385
29185,3982,959,4987,0.6061760577501504
29186,7031,2629,9775,0.4503324808184143
29187,21521,6811,28614,0.5140840148179212
29189,187982,305635,502356,-0.234202438111618
29195,6498,2726,9330,0.4042872454448017
29197,1588,334,1945,0.6447300771208226
29199,1537,358,1918,0.6147028154327424
29201,13786,3525,17418,0.58910322654725
29203,3364,625,4013,0.6825317717418391
29205,2691,550,3262,0.6563458001226241
29207,11783,1736,13599,0.7388043238473417
29209,15357,3620,19122,0.6137956280723773
29211,2035,408,2463,0.6605765326837191
29213,21236,5329,26811,0.5933012569467756
29215,9855,1589,11525,0.7172234273318872
29217,7112,1774,8973,0.594895798506631
29219,14915,4970,20094,0.4949238578680203
29221,8424,1747,10235,0.6523693209574988
29223,5030,783,5847,0.7263553959295365
29225,15984,3653,19808,0.6225262520193862
29227,904,190,1105,0.6461538461538461
29229,7850,1057,8978,0.7566273112051682
29510,19342,94458,116082,-0.6470942954118641
30001,4058,1543,5794,0.4340697273041076
30003,2188,2112,4470,0.0170022371364653
30005,1526,1348,3019,0.0589599205034779
30007,3770,885,4810,0.5997920997920998
30009,4719,2353,7297,0.3242428395230917
30011,760,75,854,0.8021077283372365
30013,22419,14021,37583,0.2234520927014874
30015,1885,940,2934,0.3220858895705522
30017,4208,1385,5797,0.4869760220803865
30019,778,154,951,0.6561514195583596
30021,3627,894,4638,0.5892626131953428
30023,2329,2376,4870,-0.0096509240246406
30025,1303,163,1507,0.7564698075646981
30027,4965,1522,6712,0.5129618593563767
30029,41390,20062,63140,0.3377890402280646
30031,32695,34938,69897,-0.032090075396655
30033,756,39,800,0.89625
30035,1939,2933,5078,-0.1957463568333989
30037,440,67,515,0.7242718446601941
30039,1537,579,2176,0.4402573529411764
30041,3871,2634,6804,0.1818048206937096
30043,5544,2516,8291,0.3652152936919551
30045,1051,265,1353,0.580931263858093
30047,9880,6510,16910,0.1992903607332938
30049,21479,19085,42023,0.0569688027984675
30051,752,214,988,0.5445344129554656
30053,8909,2615,11789,0.5338875222665197
30055,931,129,1082,0.7412199630314233
30057,4615,1689,6461,0.4528710725893825
30059,888,256,1172,0.5392491467576791
30061,2049,689,2833,0.4800564772326156
30063,27306,42903,72773,-0.2143239937889052
30065,2550,396,3012,0.7151394422310757
30067,6128,5224,11717,0.0771528548263206
30069,284,37,324,0.7623456790123457
30071,1753,385,2189,0.6249428962996803
30073,1972,782,2852,0.4172510518934081
30075,963,131,1106,0.7522603978300181
30077,2466,710,3282,0.5350396099939062
30079,546,122,688,0.6162790697674418
30081,20617,8485,29904,0.4056982343499197
30083,4387,778,5309,0.6797890374835186
30085,2055,1680,3914,0.0958099131323454
30087,2466,1095,3693,0.3712428919577579
30089,6150,1705,8069,0.5508737142148965
30091,1321,509,1912,0.4246861924686192
30093,8110,9386,18226,-0.0700098760013168
30095,4699,1056,5906,0.6168303420250592
30097,1789,525,2381,0.5308693826123478
30099,2533,927,3568,0.4501121076233183
30101,1571,415,2046,0.5650048875855327
30103,367,57,442,0.7013574660633485
30105,3019,935,4079,0.51090953665114
30107,843,209,1086,0.583793738489871
30109,463,71,546,0.717948717948718
30111,50460,28392,81391,0.2711356292464769
31001,10077,4100,14364,0.4161097187412977
31003,3032,396,3447,0.7647229474905715
31005,264,17,282,0.875886524822695
31007,348,34,386,0.8134715025906736
31009,250,37,291,0.7319587628865979
31011,2499,496,3031,0.6608380072583306
31013,3827,1043,4931,0.5645913607787467
31015,938,132,1075,0.7497674418604651
31017,1428,201,1642,0.7472594397076735
31019,17064,6386,23759,0.4494296898017593
31021,2632,983,3656,0.4510393873085339
31023,3642,906,4587,0.5964682799215173
31025,10685,4824,15755,0.3720088860679149
31027,4141,702,4912,0.7001221498371335
31029,1648,204,1866,0.7738478027867095
31031,2687,349,3069,0.7618116650374716
31033,3692,787,4530,0.6412803532008831
31035,2677,577,3310,0.6344410876132931
31037,2636,845,3516,0.5093856655290102
31039,3536,867,4445,0.6004499437570303
31041,5042,786,5886,0.7230716955487597
31043,3934,2109,6120,0.298202614379085
31045,2812,992,3868,0.4705274043433298
31047,6312,2101,8491,0.4959368743375338
31049,843,151,1012,0.683794466403162
31051,2271,573,2895,0.5865284974093264
31053,10795,5434,16443,0.3260353950009123
31055,120919,148733,273403,-0.1017326071769512
31057,829,96,929,0.7890204520990312
31059,2315,662,3013,0.548622635247262
31061,1351,236,1600,0.696875
31063,1213,185,1410,0.7290780141843971
31065,2043,358,2413,0.6983008702859511
31067,7523,3242,10916,0.3921766214730671
31069,949,162,1117,0.7045658012533572
31071,893,116,1015,0.7655172413793103
31073,907,203,1118,0.629695885509839
31075,351,15,366,0.9180327868852458
31077,1030,192,1235,0.6785425101214575
31079,15566,6956,22804,0.3775653394141379
31081,4416,1067,5547,0.6037497746529655
31083,1506,280,1802,0.6803551609322974
31085,472,19,494,0.917004048582996
31087,1269,152,1433,0.779483600837404
31089,4708,681,5442,0.7399852995222345
31091,369,55,427,0.7353629976580796
31093,2868,642,3550,0.6270422535211267
31095,2614,968,3631,0.453318645001377
31097,1496,625,2152,0.4047397769516729
31099,2828,736,3604,0.5804661487236403
31101,3416,731,4199,0.6394379614193856
31103,500,44,544,0.838235294117647
31105,1424,272,1720,0.6697674418604651
31107,3593,786,4436,0.6327772768259694
31109,74215,81012,157633,-0.0431191438340957
31111,12674,3586,16464,0.5519922254616132
31113,409,25,440,0.8727272727272728
31115,354,73,428,0.6565420560747663
31117,267,12,283,0.9010600706713782
31119,12145,3360,15690,0.559910771191842
31121,3551,730,4342,0.6497005988023952
31123,2026,366,2426,0.6842539159109645
31125,1462,352,1837,0.6042460533478498
31127,2443,915,3418,0.4470450555880632
31129,1836,399,2258,0.6364038972542072
31131,5651,2463,8198,0.3888753354476702
31133,1085,284,1379,0.5808556925308195
31135,1224,187,1426,0.7272089761570827
31137,4158,758,4965,0.6847935548841892
31139,3420,446,3897,0.7631511419040287
31141,12326,3191,15658,0.583407842636352
31143,2296,501,2819,0.6367506207875133
31145,4457,815,5323,0.684200638737554
31147,2962,934,3942,0.5144596651445967
31149,745,85,834,0.7913669064748201
31151,3734,1855,5655,0.3322723253757736
31153,55567,43825,100735,0.1165632600387154
31155,9854,3558,13565,0.4641356431994103
31157,11033,3856,15040,0.4771941489361702
31159,6667,2388,9184,0.4659189895470383
31161,2102,362,2484,0.7004830917874396
31163,1344,328,1687,0.6022525192649674
31165,597,77,678,0.7669616519174042
31167,2536,492,3064,0.6671018276762403
31169,2278,544,2852,0.6079943899018233
31171,348,44,393,0.7735368956743003
31173,1125,978,2123,0.0692416391898257
31175,1872,403,2299,0.6389734667246629
31177,8855,3538,12545,0.4238341968911917
31179,3011,1006,4073,0.492266142892217
31181,1449,296,1763,0.653998865570051
31183,424,57,486,0.7551440329218108
31185,5234,1648,6984,0.513459335624284
32001,9962,3179,13503,0.5023328149300155
32003,493052,520187,1031223,-0.0263134162058061
32005,23237,11553,35556,0.3286083923950951
32007,17352,4632,22465,0.566214110839083
32009,376,73,461,0.6572668112798264
32011,910,104,1036,0.777992277992278
32013,6141,1711,8030,0.5516811955168119
32015,2180,482,2725,0.623119266055046
32017,2108,314,2472,0.7257281553398058
32019,23861,8954,33541,0.4444411317492025
32021,1528,711,2295,0.3559912854030501
32023,18946,7559,26997,0.4217876060302996
32027,1764,496,2308,0.5493934142114385
32029,2108,913,3075,0.3886178861788618
32031,127443,130071,263734,-0.0099645855293591
32033,3364,883,4351,0.5702137439669042
32510,16873,13375,31068,0.1125917342603321
33001,22765,17469,40550,0.1306041923551171
33003,17407,16827,34498,0.0168125688445707
33005,20142,24579,45200,-0.0981637168141592
33007,9731,7355,17230,0.1378990133488102
33009,21911,32998,55603,-0.199395716058486
33011,112068,118780,233234,-0.0287779654767315
33013,43365,48181,92475,-0.0520789402541227
33015,102542,97616,201949,0.0243922970651006
33017,33163,42374,76323,-0.1206844594683122
33019,12484,12317,25091,0.0066557729863297
34001,65817,61879,129759,0.0303485692707249
34003,217096,232660,459077,-0.0339028093326391
34005,94116,132275,229466,-0.1662947887704496
34007,87767,155522,246954,-0.2743628368036153
34009,32151,21648,54568,0.1924754434833601
34011,28675,26577,55885,0.0375413796188601
34013,83908,224596,313283,-0.4490763941867257
34015,83326,78708,164635,0.0280499286299996
34017,79913,144765,231181,-0.2805247836111099
34019,42391,36995,80925,0.0666790237874574
34021,52274,107558,163270,-0.338604765113003
34023,162459,191802,365187,-0.0803506148904533
34025,197409,156382,360143,0.1139186378743998
34027,143439,135672,284666,0.0272846072239045
34029,227232,105789,337135,0.3602206831091403
34031,100954,95156,202767,0.0285943965240891
34033,18229,12275,31001,0.1920583206993322
34035,74101,98790,177412,-0.1391619507135932
34037,52123,31019,84629,0.2493707830649068
34039,89063,147327,240632,-0.2421290601416271
34041,35772,23318,60150,0.2070490440565254
35001,118762,184117,310844,-0.2102501576353412
35003,1752,571,2357,0.5010606703436572
35005,15894,5941,22200,0.4483333333333333
35006,4311,4450,8977,-0.0154840147042441
35007,3252,2436,5813,0.1403750215035265
35009,10714,4230,15223,0.4259344413059186
35011,649,206,874,0.5068649885583524
35013,37594,45937,85407,-0.0976852014471881
35015,18141,5032,23472,0.5584952283571916
35017,6580,7301,14224,-0.0506889763779527
35019,945,959,1938,-0.0072239422084622
35021,297,128,431,0.3921113689095128
35023,1140,705,1862,0.2336197636949517
35025,16997,3930,21209,0.6161063699372907
35027,6942,3033,10165,0.3845548450565666
35028,4047,7726,12187,-0.3018790514482645
35029,4698,3176,8056,0.1889275074478649
35031,9364,15711,25867,-0.2453705493485908
35033,1010,1439,2487,-0.1724969843184559
35035,15117,8582,24242,0.2695734675356818
35037,2570,1055,3704,0.4090172786177106
35039,6268,9373,15989,-0.1941960097567077
35041,4687,1820,6639,0.4318421449013405
35043,36605,41205,79540,-0.0578325370882575
35045,34264,17464,52926,0.3174243283074481
35047,3887,6985,11108,-0.2788980914656104
35049,20457,61405,83719,-0.4891123878689426
35051,3473,2332,5953,0.1916680665210818
35053,3651,3384,7233,0.0369141435089174
35055,4139,12038,16636,-0.4748136571291176
35057,4880,2144,7179,0.3811115754283325
35059,1247,378,1665,0.5219219219219219
35061,19057,13609,33277,0.1637166811912131
36001,54560,92589,147149,-0.2584387253736009
36003,13826,5483,19309,0.4320783054534154
36005,98174,261670,359844,-0.454352441613588
36007,44763,45142,89905,-0.004215560869807
36009,22586,11424,34010,0.3281975889444281
36011,20482,15772,36254,0.1299166988470237
36013,34528,22085,56613,0.2197905074806139
36015,21861,15572,37433,0.1680068388854754
36017,14294,8177,22471,0.2722175248097547
36019,18247,17478,35725,0.0215255423372988
36021,15168,20396,35564,-0.1470025868856146
36023,11706,10290,21996,0.0643753409710856
36025,13789,9237,23026,0.1976895683140797
36027,71778,79994,151772,-0.0541338323274385
36029,204774,248651,453425,-0.0967679329547334
36031,9533,9629,19162,-0.0050099154576766
36033,10569,8821,19390,0.090149561629706
36035,16237,7666,23903,0.3585742375434046
36037,18997,9367,28364,0.3395148780143844
36039,14702,10436,25138,0.169703238125547
36041,2223,1211,3434,0.2947000582411183
36043,19557,9110,28667,0.3644259950465692
36045,26417,16326,42743,0.2360854408909061
36047,233964,601265,835229,-0.4397608320592316
36049,9353,3600,12953,0.444144213695669
36051,18780,12148,30928,0.2144335230212106
36053,19025,14629,33654,0.130623402864444
36055,145940,214757,360697,-0.1907889447375497
36057,13286,7356,20642,0.287278364499564
36059,368117,338424,706541,0.0420258696947523
36061,113921,533782,647703,-0.6482307477346871
36063,58678,43438,102116,0.1492420384660582
36065,60687,39415,100102,0.2125032466883778
36067,93916,133155,227071,-0.1728049817017585
36069,30221,29520,59741,0.0117339850354027
36071,94936,80253,175189,0.083812339815856
36073,12659,5366,18025,0.4046047156726768
36075,33548,20483,54031,0.2418056301012381
36077,15256,13031,28287,0.0786580407961254
36079,31553,23956,55509,0.1368606892575978
36081,264628,437282,701910,-0.2459774045105498
36083,38601,39668,78269,-0.0136324726264549
36085,128151,69345,197496,0.2977579292745169
36087,83543,65880,149423,0.1182080402615393
36089,25919,18010,43929,0.1800405199298869
36091,63940,66321,130261,-0.0182786866368291
36093,31975,39733,71708,-0.1081887655491716
36095,10423,5547,15970,0.3053224796493425
36097,5717,3736,9453,0.2095631016608484
36099,8379,6610,14989,0.1180198812462472
36101,29777,15413,45190,0.3178579331710556
36103,417549,341812,759361,0.0997378058657212
36105,20386,14549,34935,0.167081723200229
36107,15038,9437,24475,0.2288457609805924
36109,11354,34631,45985,-0.5061868000434924
36111,39743,57974,97717,-0.1865693789207609
36113,18606,17099,35705,0.0422069738131913
36115,17268,11224,28492,0.2121297206233328
36117,27286,17056,44342,0.2307067791258852
36119,167795,287434,455229,-0.2628105854416129
36121,14112,4929,19041,0.4822750905939814
36123,6098,4401,10499,0.161634441375369
37001,47937,40624,89568,0.0816474633797785
37003,16404,4060,20625,0.5984969696969697
37005,4900,1533,6480,0.5195987654320988
37007,5525,5253,10859,0.0250483469932774
37009,11629,4431,16187,0.4446778278865756
37011,7181,2220,9468,0.5239754964089565
37013,17296,9049,26521,0.3109611251461106
37015,3840,5279,9170,-0.1569247546346783
37017,10035,6620,16743,0.2039658364689721
37019,67658,40557,109049,0.2485213069354143
37021,59016,98662,159885,-0.2479657253651061
37023,32130,13272,45733,0.4123499442415761
37025,63746,54494,119820,0.0772158237356034
37027,33009,10146,43451,0.5261789141791904
37029,4716,1522,6292,0.5076287349014621
37031,32508,12813,45693,0.4310288227956142
37033,7445,4493,12025,0.2454885654885654
37035,59577,26569,86885,0.3799044714277493
37037,22507,29014,52098,-0.1248992283772889
37039,13883,3686,17748,0.5745436105476673
37041,4587,2895,7533,0.2246117084826762
37043,5761,1899,7708,0.5010378827192528
37045,34654,16603,51602,0.3498120227898144
37047,17592,8648,26363,0.3392633615294162
37049,33477,22011,56028,0.2046476761619191
37051,59840,78631,140175,-0.1340538612448724
37053,13235,4604,18010,0.4792337590227651
37055,14792,10074,25115,0.1878558630300617
37057,67959,24150,93091,0.4706040326132494
37059,19398,6988,26704,0.4647243858597963
37061,14677,8057,22864,0.2895381385584324
37063,32853,144450,180189,-0.619333033648003
37065,9355,14900,24416,-0.2271051769331585
37067,87292,114145,203928,-0.131678827821584
37069,23938,18167,42526,0.1357052156327893
37071,73828,44062,118959,0.250220664262477
37073,3538,2268,5860,0.2167235494880546
37075,3883,839,4769,0.6382889494652967
37077,17383,14365,32044,0.0941829983772312
37079,4965,3437,8442,0.1809997630893153
37081,109077,171118,284114,-0.2183665711650956
37083,9778,14014,23938,-0.1769571392764641
37085,39440,23472,63597,0.2510810258345519
37087,23393,13913,37724,0.2512989078570671
37089,39497,29361,69651,0.1455255488076265
37091,3561,6191,9819,-0.267848049699562
37093,10547,11896,22724,-0.0593645484949832
37095,1465,931,2417,0.2209350434422838
37097,72801,36739,110560,0.3261758321273516
37099,11796,9746,21864,0.0937614343212587
37101,74878,48116,124360,0.2151978128015439
37103,3409,2007,5458,0.2568706485892268
37105,17489,12245,30007,0.1747592228480021
37107,14564,12700,27465,0.0678681958856726
37109,40183,14842,55433,0.457146465102015
37111,17520,5911,23600,0.4919067796610169
37113,14981,6675,21846,0.380206902865513
37115,8275,5090,13561,0.23486468549517
37117,6601,5360,12028,0.103175922846691
37119,187770,376454,573679,-0.3289017028686774
37121,6843,1915,8821,0.5586668178211087
37123,9044,4055,13188,0.3782984531392174
37125,39617,21436,61590,0.2951940250040591
37127,26431,25508,52364,0.0176266137040714
37129,67949,68814,138243,-0.006257098008579
37131,3905,5239,9197,-0.1450472980319669
37133,54960,25684,81476,0.3593205361087928
37135,20806,65444,87426,-0.5105803765470226
37137,5229,2676,7961,0.3206883557342043
37139,10537,9549,20277,0.0487251565813482
37141,26042,12460,38837,0.3497180523727373
37143,5278,2269,7640,0.393848167539267
37145,13509,8295,21993,0.2370754330923475
37147,40403,45595,86924,-0.0597303391468409
37149,8107,4827,13032,0.2516881522406384
37151,59357,15951,75841,0.5723289513587637
37153,11931,7787,19848,0.2087867795243853
37155,29647,16728,46677,0.2767744285193992
37157,33447,15676,49492,0.3590681322233896
37159,50807,23788,75236,0.3591232920410441
37161,25456,8914,34600,0.4780924855491329
37163,18178,9797,28138,0.2978534366337337
37165,7767,6754,14613,0.0693218367207281
37167,27518,8881,36651,0.5084990859730976
37169,21548,5380,27127,0.5960113540015483
37171,28565,8613,37424,0.5331338178708849
37173,4311,2643,7036,0.237066515065378
37175,11492,8972,20706,0.1217038539553752
37177,1057,680,1752,0.2151826484018265
37179,86271,51168,138875,0.2527668766876688
37181,8614,11292,20059,-0.1335061568373299
37183,236735,402984,650796,-0.2554548583580723
37185,3976,5872,9985,-0.1898848272408612
37187,2768,3138,5939,-0.0623000505135545
37189,15254,17225,32934,-0.0598469666605939
37191,31580,22618,54667,0.1639380247681416
37193,28812,7194,36240,0.596523178807947
37195,19750,19909,39978,-0.0039771874530992
37197,16439,3739,20346,0.6242013172122284
37199,7509,3635,11247,0.3444474081977416
38001,962,215,1191,0.6272040302267003
38003,3531,1661,5294,0.3532300717793729
38005,1163,795,1994,0.1845536609829488
38007,543,93,644,0.6987577639751552
38009,2628,735,3422,0.5531852717708942
38011,1384,207,1611,0.7306021104903786
38013,909,130,1051,0.7411988582302569
38015,36595,14215,51764,0.4323468047291554
38017,47873,40304,89842,0.0842479018721756
38019,1461,491,1977,0.4906423874557409
38021,1829,557,2435,0.5223819301848049
38023,914,253,1194,0.5536013400335009
38025,1877,332,2231,0.6925145674585387
38027,862,316,1201,0.4546211490424646
38029,1697,205,1923,0.7758710348413936
38031,1326,335,1692,0.5856973995271867
38033,847,122,984,0.7367886178861788
38035,18123,12469,31089,0.1818649683167679
38037,1076,205,1304,0.6679447852760736
38039,963,301,1285,0.5151750972762645
38041,1089,192,1294,0.6931993817619784
38043,1137,238,1391,0.6462976276060388
38045,1614,453,2109,0.5504978662873399
38047,898,117,1031,0.7575169738118331
38049,2223,479,2735,0.6376599634369288
38051,1132,229,1381,0.6538740043446778
38053,4627,809,5483,0.6963341236549334
38055,4231,1093,5398,0.5813264171915524
38057,3798,672,4530,0.6900662251655629
38059,12839,3748,16906,0.5377380811546196
38061,2877,1125,4060,0.4315270935960591
38063,1141,580,1755,0.3196581196581196
38065,909,156,1084,0.694649446494465
38067,2350,704,3088,0.5330310880829016
38069,1493,439,1955,0.5391304347826087
38071,3609,1513,5204,0.4027671022290546
38073,1661,920,2632,0.2815349544072947
38075,993,179,1203,0.6766417290108063
38077,5576,2473,8199,0.3784607879009635
38079,1427,2567,4060,-0.2807881773399014
38081,1325,663,2024,0.3270750988142293
38083,644,101,753,0.7211155378486056
38085,285,654,950,-0.3884210526315789
38087,351,33,387,0.821705426356589
38089,12323,2473,15017,0.6559232869414664
38091,622,367,1005,0.2537313432835821
38093,7185,2692,10073,0.446043879678348
38095,796,289,1110,0.4567567567567567
38097,2650,1359,4080,0.316421568627451
38099,3186,1173,4456,0.451750448833034
38101,20635,7215,28326,0.4737696815646402
38103,1815,405,2242,0.6289027653880465
38105,12501,2276,15010,0.6812125249833445
39001,10269,2098,12429,0.657414112157052
39003,33201,12754,46361,0.4410388041672958
39005,19863,6544,26662,0.4995499212362163
39007,27656,15345,43368,0.2838729016786571
39009,11369,14134,25726,-0.1074788152064059
39011,20988,4442,25623,0.6457479608164539
39013,22758,8080,31032,0.472995617427172
39015,17257,4069,21442,0.6150545658054286
39017,114831,66713,183142,0.2627360190453309
39019,10634,3071,13818,0.5473295701259226
39021,15334,4944,20468,0.5076216533124878
39023,40403,21847,62835,0.2953131216678603
39025,76964,36130,114115,0.3578320115672785
39027,15984,4633,20779,0.5462726791472159
39029,35607,12064,48046,0.4900095741580985
39031,12362,3835,16333,0.5220718790179392
39033,15402,4683,20241,0.529568697198755
39035,195164,376384,575890,-0.3146781503412109
39037,22234,4583,27000,0.6537407407407407
39039,13302,5667,19153,0.3986320680833289
39041,70448,61657,133357,0.0659207990581671
39043,22493,16871,39737,0.1414802325288773
39045,51999,31695,84431,0.2404803922729803
39047,9706,2773,12571,0.5515074377535597
39049,210830,380518,597530,-0.283982394189413
39051,15893,6374,22452,0.4239711384286478
39053,10314,2592,13000,0.594
39055,33844,20604,54886,0.241227271070947
39057,53399,35575,90031,0.1979762526240961
39059,13314,4154,17594,0.5206320336478345
39061,172365,233360,409753,-0.1488579705334677
39063,26052,11467,37937,0.3844531723647099
39065,9911,2863,12893,0.5466532226789731
39067,5484,1559,7109,0.5521170347446899
39069,10873,3905,14911,0.4673060156931125
39071,16269,3609,19984,0.6335068054443554
39073,9679,3704,13489,0.4429535176810735
39075,10384,1854,12335,0.6915281718686664
39077,19484,7496,27212,0.4405409378215493
39079,11249,2953,14285,0.5807490374518726
39081,22317,8592,31257,0.4391016412323639
39083,23112,8698,32090,0.4491741975693363
39085,72924,54484,128535,0.1434628700353988
39087,20013,6514,26712,0.5053533992213237
39089,61359,32832,95045,0.3001420379820085
39091,18182,5027,23403,0.5621074221253685
39093,83297,74207,158959,0.0571845570241383
39095,82398,106320,190525,-0.1255583256790447
39097,14737,5713,20668,0.4366169924520999
39099,61249,50636,112678,0.0941887502440583
39101,19219,7902,27355,0.4137086455858161
39103,66308,39771,107017,0.2479699486997393
39105,8127,2202,10400,0.5697115384615385
39107,19710,3865,23750,0.6671578947368421
39109,42677,15969,59176,0.451331620927403
39111,5396,1336,6794,0.5975861053871063
39113,125566,126767,254715,-0.0047150737098325
39115,5168,1560,6782,0.5319964612208788
39117,14609,4100,18855,0.5573587907716786
39119,28147,10874,39327,0.4392147888219289
39121,5050,1069,6161,0.64616133744522
39123,14872,8866,23956,0.2507096343296042
39125,7203,1987,9276,0.5623113410952997
39127,13062,3800,16991,0.545112118180213
39129,21607,7397,29275,0.485397096498719
39131,9352,2793,12218,0.5368309052218039
39133,47681,34759,83181,0.1553479761003113
39135,17146,4343,21653,0.5912806539509537
39137,16576,2996,19754,0.6874557051736356
39139,41298,16591,58358,0.423369546591727
39141,22801,9846,32930,0.393410264196781
39143,19311,10139,29713,0.3086864335476054
39145,22978,8021,31179,0.479713910003528
39147,17241,7765,25262,0.3751088591560446
39149,20740,4350,25288,0.6481335020563113
39151,111478,71090,184158,0.219311678015617
39153,125910,145005,273413,-0.0698394004674247
39155,55983,39758,96514,0.1681103259630727
39157,30652,12032,43019,0.4328320044631442
39159,23982,12934,37288,0.296288350139455
39161,11616,3000,14729,0.5849684296286238
39163,4531,1169,5737,0.586020568241241
39165,91132,47128,139593,0.3152307064107799
39167,22161,8600,31000,0.4374516129032258
39169,36764,15898,53140,0.3926608957470831
39171,13461,4644,18274,0.4824887818758892
39173,36877,30016,67565,0.1015466587730333
39175,8564,2731,11389,0.5121608569672491
40001,5860,1289,7256,0.6299614112458655
40003,1891,236,2160,0.7662037037037037
40005,4832,779,5662,0.7158247968915578
40007,1938,158,2124,0.8380414312617702
40009,6474,1093,7678,0.700833550403751
40011,3054,671,3786,0.6294241944004226
40013,13999,3569,17812,0.5855602964293735
40015,6886,2414,9496,0.4709351305812974
40017,50551,21038,73074,0.4038782603935736
40019,14945,4277,19488,0.5474137931034483
40021,11637,5826,17823,0.3260393873085339
40023,4633,944,5639,0.6541940060294378
40025,860,66,935,0.8491978609625669
40027,67225,49432,119294,0.1491525139571143
40029,2155,345,2538,0.7131599684791173
40031,20823,12823,34284,0.2333450005833625
40033,2067,392,2506,0.6683958499600957
40035,4740,1212,6056,0.5825627476882431
40037,24098,6643,31312,0.5574540112416965
40039,7693,2279,10168,0.5324547600314713
40041,14407,3475,18108,0.6037110669317429
40043,1984,209,2215,0.8013544018058691
40045,1585,197,1812,0.7660044150110374
40047,16593,4849,21844,0.5376304706097785
40049,9063,1802,10991,0.6606314257119461
40051,20378,4536,25283,0.6265870347664438
40053,1794,295,2125,0.7054117647058824
40055,1511,304,1836,0.6574074074074074
40057,709,165,882,0.6167800453514739
40059,1284,147,1451,0.7835975189524467
40061,4156,718,4936,0.696515397082658
40063,3744,831,4659,0.6252414681262074
40065,6295,1602,8053,0.5827641872594065
40067,2020,319,2375,0.7162105263157894
40069,3462,684,4230,0.6567375886524822
40071,12483,4136,16913,0.4935256902974043
40073,5745,923,6754,0.7139472904945218
40075,2569,658,3278,0.5829774252593045
40077,3356,681,4079,0.6557979897033587
40079,15333,3184,18754,0.6478084675269276
40081,12495,2712,15465,0.6325897187196896
40083,17748,5901,24149,0.4905793200546606
40085,3510,689,4260,0.6622065727699531
40087,17005,4031,21397,0.6063466841145955
40089,9485,1696,11309,0.6887434786453268
40091,6387,1937,8439,0.5273136627562507
40093,3087,327,3478,0.7935595169637722
40095,5348,1169,6589,0.6342388829867961
40097,13514,3529,17374,0.5747093357891102
40099,4689,1080,5885,0.6132540356839422
40101,16550,7400,24357,0.3756620273432689
40103,3853,1009,4957,0.5737341133750252
40105,3774,720,4561,0.6695900021925016
40107,3080,854,3988,0.5581745235707122
40109,143618,138769,288923,0.0167830183128376
40111,10100,3979,14349,0.4265802494947383
40113,14404,5867,20628,0.4138549544308706
40115,8490,2511,11178,0.5348899624261944
40117,5405,1355,6880,0.5886627906976745
40119,17962,10560,29279,0.2528091806414154
40121,13841,3473,17572,0.5900295925335761
40123,10967,3895,15174,0.4660603664162383
40125,20915,7266,28774,0.4743518454160005
40127,4025,616,4702,0.7250106337728626
40129,1548,160,1733,0.8009232544720138
40131,35942,10146,46902,0.5499978678947592
40133,5951,1951,8044,0.4972650422675286
40135,12491,2907,15583,0.6150291984855291
40137,15092,3236,18620,0.636734693877551
40139,4319,793,5206,0.6772954283519017
40141,2006,500,2533,0.5945519147256217
40143,145241,106105,256939,0.1523163085401593
40145,28487,9330,38501,0.4975714916495675
40147,16836,5793,23174,0.4765254164149478
40149,4030,551,4652,0.7478503869303526
40151,2955,614,3638,0.6434854315557998
40153,6231,967,7312,0.7199124726477024
41001,6984,2301,9523,0.4917567993279429
41003,14041,33579,49336,-0.3960191341008594
41005,103832,126979,237953,-0.0972755123911024
41007,9829,12442,22989,-0.1136630562442908
41009,17184,12865,31094,0.1389013957676722
41011,20587,13596,35166,0.1987999772507535
41013,11804,3731,15892,0.5079914422350869
41015,7943,5685,14018,0.1610786132115851
41017,53318,65677,122417,-0.1009582002499653
41019,41059,18181,60756,0.3765554019356112
41021,805,291,1130,0.4548672566371681
41023,3483,813,4421,0.6039357611400136
41025,3305,795,4227,0.5938017506505796
41027,3854,8364,12620,-0.3573692551505547
41029,61535,53907,118577,0.064329507408688
41031,7438,3921,11653,0.3018106925255299
41033,30696,16592,48521,0.2906782630201355
41035,24613,9829,35281,0.419035741617301
41037,3367,670,4130,0.6530266343825666
41039,76149,123957,206547,-0.2314630568345219
41041,11645,17112,29671,-0.184253985372923
41043,43078,25749,71052,0.243891797556719
41045,7593,2830,10738,0.4435649096666046
41047,77083,73967,155732,0.0200087329514807
41049,3402,1132,4693,0.4836991263584062
41051,70231,323969,408474,-0.6211851917135485
41053,23695,21908,47025,0.038001063264221
41055,877,229,1138,0.569420035149385
41057,7944,7726,16130,0.0135151890886546
41059,20809,9170,30832,0.3774974052932018
41061,9872,4043,14364,0.4058061821219715
41063,3366,1573,5082,0.3528138528138528
41065,6754,6005,13185,0.0568069776260902
41067,92427,192641,295038,-0.3396647211545632
41069,616,210,863,0.47045191193511
